men are about to enter an ice fishing tent on a snow covered lake .,0
men setting up a blue ice fishing hut on an iced over lake,0
men , standing on an ice , looking into something covered with a blue tarp .,0
people standing outside a blue tent structure on a snowy surface .,4
woman crouches near three dogs in a field .,7
dogs are playing on grassy hill with a blue sky .,4
dogs are standing in the grass and a person is sitting next to them,4
dogs on a grassy hill,4
dogs stand in a grassy field while a person kneels nearby .,0
man is standing in front of a skyscraper,4
man stands in front of a skyscraper .,4
man stands in front of a very tall building .,4
the man in a red shirt stands a large skyscraper .,4
is a skyscraper in the distance with a man walking in front of the camera .,4
boy bites hard into a treat while he sits outside .,0
child biting into a baked good .,0
small boy putting something in his mouth with both hands .,4
boy eats his food outside at the table .,4
boy is eating pizza over a tin dish .,4
sit on the mountainside and check out the view .,4
people are on a hilltop overlooking a green valley .,4
people hang out on top of a big hill .,4
people overlook a green valley .,7
people rest on a ledge above the moutains .,0
boy in a green shirt is looking down at many inflatable boats .,4
boy in a green shirt watches kayakers .,4
boy looks over a railing at the many boats and rafts below in the water .,0
young boy overlooking a crowd of inflatable boats .,4
young boy wearing a jersey looks down over a ledge at many boats in the water .,4
man and woman pose for the camera while another man looks on .,7
man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on .,4
multiracial couple posing for a picture,7
man and blond woman holding hands outdoors , man in background watches .,0
in blue shirt biting hand of girl in black striped jacket while another guy watches,0
person eats takeout while watching a small television .,4
person sits on the floor and eats in front of a television .,4
television with a picture of a girl on it .,4
young man sits on the floor by the television with a fast food meal in front of him .,7
is laying in front of the TV eating food .,4
couple of several people sitting on a ledge overlooking the beach,0
group of people sit on a wall at the beach .,4
group of teens sit on a wall by a beach .,4
of people at the beach .,4
young people sitting on a rail above a crowded beach .,4
boy takes a jump on his skateboard while another boy with a skateboard watches .,0
child is performing a skateboard trick while another child with a skateboard leans on a wall .,0
little boy skateboarder is doing a trick on his board while another young skateboarder watches .,0
young boy skateboarder jumping on a platform on a skateboard .,7
skateboarders .,4
girl paddling down a large river , as seen from behind her .,0
woman kayaking down a river .,4
woman paddles a boat down a river .,4
woman with a paddle .,4
woman with a paddle sits in a boat on the water .,4
girl in pigtails splashes in the shallow water .,4
girls plays in the surf .,7
girl with pigtails is playing in the ocean by the beach .,4
girl with pigtails plays in the water .,4
young girl in pigtails plays in the water .,4
group of four children wearing pajamas have a pillow fight .,0
group of kids have a pillow-fight .,4
group of young children playing pillow fight on a bed .,0
having a pillow fight .,7
children are having a pillow fight .,0
constructions workers sit on a beam taking a break .,0
construction workers are sitting up on the side of a building .,4
construction workers sitting on an I-beam .,4
construction workers take a seat on a steel beam .,0
men take a break from construction .,4
children are playing in the water .,4
boys , one with a yellow and orange ball , play in some water in front of a field .,7
boys play in a puddle .,4
children play with a balloon in mud on a sunny day .,7
kids are running and playing in some water .,4
blond woman in a blue shirt appears to wait for a ride .,7
blond woman is on the street hailing a taxi .,0
woman is signaling is to traffic , as seen from behind .,0
woman with blonde hair wearing a blue tube top is waving on the side of the street .,0
woman in the blue dress is holding out her arm at oncoming traffic .,7
little girl looking at a brochure on train rides,7
young blond girl with a magizine in her hands,7
young girl on a train reads a book about train rides .,0
young girl sits on a seat and looks at a train pamphlet .,0
sitting down looking at train ride brochure,7
brown dog is running after a black dog on a rocky shore .,4
brown dog is running after the black dog .,4
dogs playing on a beach .,4
dogs run across stones near a body of water .,4
dogs run towards each other on a rocky area with water in the background .,4
boy descends off the end of a high diving board .,0
child jumps off a high diving board into the pool .,0
kid jumps off the diving board and into the swimming pool below .,0
little kid is jumping off a high dive at the pool .,0
boy is jumping off a high diving board into the pool .,0
guy stands by a window taking his overshirt off .,4
man in a tank top stands next to a chrome door .,0
man puts his shirt on near an elevator .,0
man stands by an elevator with his head down .,0
man is putting on his shirt near an elevator .,0
light-colored dog runs on the beach .,4
small yellow dog runs on a beach,4
tan dog runs on a sandy beach .,4
white dog is running down a rocky beach .,4
brown dog running along the beach .,4
boy in his blue swim shorts at the beach .,4
boy smiles for the camera at a beach .,4
young boy in swimming trunks is walking with his arms outstretched on the beach .,4
playing on the beach .,4
boy is playing on the shore of an ocean .,4
hiker standing high on a bluff overlooking the mountains below .,0
person on ski 's looks from hill over snow covered landscape,7
skier is overlooking a snow-covered mountain .,4
skier is overlooking the beautiful white snow covered landscape .,0
skier pauses on a mountaintop .,4
black and white dog is attempting to catch a yellow and purple object in a low cut yard .,0
black and white dog jumps after a yellow toy .,4
black and white dog jumps to get the Frisbee .,4
black dog is jumping up to catch a purple and green toy .,4
dog jumps to catch a toy .,4
man in blue shorts is laying in the street .,4
man in blue shorts lays down outside in a parking lot .,4
man laying down in middle of street during heavy traffic .,0
man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .,0
shirtless man is laying down in the middle of a busy street .,4
white and black dog and a brown dog in sandy terrain .,4
woolly dog chases a Doberman on a beach .,7
dog is chasing another one on the beach .,4
two large dogs are running through sand .,7
large dogs chasing each other at the beach .,4
black and white dog catches a toy in midair .,4
dog and a tennis ball .,4
dog is jumping to catch a object thrown at it ,,4
dog leaps while chasing a tennis ball through a grassy field .,7
multicolor dog jumping to catch a tennis ball in a grassy field .,4
crowd watching air balloons at night .,7
group of hot air balloons lit up at night .,0
are watching hot air balloons in the park .,0
watching hot air balloons .,0
large balloons are lined up at nighttime near a crowd .,0
child with a helmet on his head rides a bike .,4
little boy rides a bike down a hill on a miniature dirt bike .,0
young boy in a helmet rides a bike on the road .,4
little boy rides his bicycle in a race .,4
young boy pedals quickly at a BMX race .,7
group of eight people are gathered around a table at night .,4
group of people gathered around in the dark .,4
group of people sit around a table outside on a porch at night .,7
group of people sit outdoors together at night .,7
group of people sitting at a table in a darkened room .,4
man in a brown shirt and dark shorts plays on the beach with his two black dogs .,0
man in shorts with two black dogs holds a ball throwing toy at the beach .,0
man playing with two black dogs on the beach,7
man with two dogs on a beach,7
at the beach with two dogs .,7
boy cleans the bubbles off his face .,4
boy covered in suds has his face wiped clean .,7
boy is covered in bubbles .,7
child covered in foam is climbing on a black inflatable ramp .,7
person covered in soapy water is getting cleaned off .,0
boy in blue shorts slides down a slide into a pool .,4
boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water .,4
boy rides down a slide into a small backyard pool .,4
boy sliding down a slide into a pool with colorful tubes .,4
child is falling off a slide onto colored balloons floating on a pool of water .,0
man in a wetsuit is throwing a baby wearing a wetsuit up into the air .,0
man in a wetsuit is throwing a toddler up in the air and is ready to catch him .,0
man in water throwing a little boy up in the air and waiting for him to come down so he can catch him .,0
man is in the pool and throwing a small boy into the air .,4
water droplets fly , a man throws a little boy up in the air .,0
little boy sticks his tongue out for the camera . Another boy looks on .,0
boys make faces .,4
young boys are looking at the camera , one smiling , the other sticking his tongue out .,0
young boys look up at the camera as one sticks out his tongue .,7
young boys making silly faces .,0
blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel .,0
girl and her horse stand by a fire .,4
girl holding a horse 's lead behind a fire .,4
man , and girl and two horses are near a contained fire .,0
people and two horses watching a fire .,7
bulldog , a sheep dog , and a boxer standing in a yard .,7
large brown dog is pushing a small Boston terrier with his face while anouther dog watches .,0
large skinny dog stands near two smaller dogs int the dirt .,0
are three dogs starring at a ball in the middle of them .,7
dogs of various sizes .,4
lady and a man with no shirt sit on a dock .,7
man and a woman are sitting on a dock together .,7
man and a woman sitting on a dock .,4
man and woman sitting on a deck next to a lake .,4
shirtless man and a woman sitting on a dock .,4
closeup of a white dog that is laying its head on its paws .,0
large white dog lying on the floor .,4
white dog has its head on the ground .,4
white dog is resting its head on a tiled floor with its eyes open .,7
white dog rests its head on the patio bricks .,4
woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness .,0
woman in blue shorts and a white shirt is indoor rock climbing .,4
girl is climbing a rock wall .,4
girl is in a harness , climbing rocks .,4
climbing an artificial rock wall .,0
boy is jumping on an inflatable ring and a girl is watching him,4
boy jumping on a water jumphouse,4
teenage boy is jumping on an inflatable slide .,4
young boy jumping and a young girl seating in an inflatable pool .,4
young kids are playing in the water on an inflated toy .,0
family playing on a tractor on a beautiful day,7
ride a tractor in a field .,7
children playing on a Polaris vehicle outdoors .,0
children played on the four wheeler in the field .,7
four kids are riding on an ATV in a field .,4
woman in a red costume to the left of a man and woman standing together .,0
woman wearing a red costume looks at two other people standing on a street .,0
young woman in a red sequined costume and feather stands on the sidewalk .,7
girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop .,0
young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .,0
walking up the hill through a forest .,4
men are skiing in the snow in a wooded area .,4
people wearing yellow jackets cross-country skiing .,4
skiers are making their way through woodland .,4
skiers are sliding down a trail in the woods .,4
lone skier is making their way up a mountain .,4
at the top of a snow covered hill .,7
hikers climbing a snowy hill .,4
people are on a snow-covered mountain .,4
people climbing up a snowy mountain .,4
brown dog running down a paved pathway,7
brown dog running next to grass .,4
dog is running down a road .,4
light brown dog runs down a path happily .,7
brown dog running,4
mother and children is fishing on a boardwalk at night .,0
woman and three children stand on a deck with a fishing pole .,0
woman stands with children on a boardwalk at night overlooking the sea .,0
people on a pier at night with one girl fishing off it .,0
with three children fishing over boardwalk in the evening .,0
woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .,0
woman in a blue jacket rides a brown pony near water .,4
woman rides a horse near a frozen lake in the wintertime .,0
young blond woman sitting atop a brown draft horse in the snowy mountains .,4
n blue jacket sits on daft horse near a frozen lake .,0
draft horses pull a cart through the snow .,7
golden brown horses pull a sleigh driven by a woman in a blue coat .,0
horses are pulling a woman in a cart .,0
horses pull a carriage driven by a woman over snow covered ground .,7
horses pulling a sled steered by a smiling blond woman .,0
person climbing down a sheer rock cliff using a rope,0
person climbs a tall , flat mountain while holding onto a safety rope .,0
person is climbing a rock while holding onto a white rope .,0
person rappels down a steep incline .,7
person wearing a red vest climbs up a steep rock .,4
stand inside a rock dome .,4
of light in a cave shows three spelunkers,7
pose inside a rock cavern while bathed in sunlight from the surface .,7
people sit in a cave .,4
rock climbers are posing on big rocks .,4
group of backpackers lay on the dry ground .,4
group of hikers are resting on the ground in front of some mountains .,4
camp with the mountains in the background .,4
hikers rest with their gear in front of a mountain .,7
group of hikers is resting in front of a mountain .,4
woman in a blue dress stands with a chalk portrait of two children playing by a stream .,0
woman standing in front of a chalk drawing,4
woman stands next to a chalk drawing in front of a barn-like structure .,7
woman stands outside near an elaborate chalk illustration .,0
woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk .,0
brown dog plays in a deep pile of snow .,0
dog looking at the camera in snow .,4
dog runs through the snow .,4
tan dog stand in the snow and looks up .,4
brown dog is out in the snow .,4
boy jumping in a fountain .,4
boy plays in the fountains .,4
child plays in a fountain .,4
little boy playing in the water .,4
young boy is jumping through water being sprayed up from the ground .,4
Corgi runs out of a tunnel .,4
dog runs out of a tunnel on a course .,4
running out of tunnel on obstacle course,0
dog is running out of the tunnel on a dog obedience course .,4
small brown and white dog is running out of a small tunnel .,4
blond dog and a black and white dog run in a dirt field .,0
dog chases another dog .,4
yellow dog and a black and white dog are running in the dirt .,4
dogs are running in a field .,4
dogs running around,4
little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach .,4
little girl with arms outstretched is posing at the beach .,4
young girl walks on a railing in front of the beach .,4
girl in blue swimsuit standing on a handrail near a beach .,4
little girl in the blue bathing suit is posing at the beach .,4
black and white dog drinking water from a water spray .,7
black and white dog is being soaked with a jet of water in a blue paddling pool .,4
dog sticking its face into the shower from a garden hose .,4
small white dog gets sprayed by water,4
white and black dog is jumping into a pool .,4
boy smiles underwater .,4
red-headed boy swimming underwater .,7
small boy swimming underwater,4
smiling boy swims underwater in a pool .,4
boys smiles underwater at the pool .,4
boy with a toy gun .,4
little boy in orange shorts playing with a toy .,4
young boy with his foot outstretched aims a toy at the camera in front of a fireplace .,0
young child plays with his new light-up toy .,4
with toy gun pointed at the camera .,7
boy in yellow shorts is standing on top of a cliff .,4
boy wearing blue and yellow walking on a cliff edge .,4
little boy standing high in the air on a rock .,7
young child is standing alone on some jagged rocks .,7
stands near edge of cliff .,4
person on a snowmobile in mid jump .,7
snowmobiler flies through the air .,4
snowmobile rider flies through the air on his or her machine in front of tall pine trees .,0
jumps snowmobile high in rural area .,4
man is up in the air .,4
are riding around on snowmobiles .,0
pose with helmets and goggles on while riding snowmobiles .,0
people are taking a break while on a snowmobiling ride .,0
people and two snowmobiles .,0
helmeted men sit on yellow snowmobiles while another man stands behind watching .,0
people drive ATVs .,7
people on ATVs in a brown field turn their heads to look at the camera .,7
people on ATV 's outside .,4
people on four wheel ATV 's in a field .,4
people ride their four wheelers through the field .,7
four wheeler jumping in an empty field .,4
man on a four wheeler is flying through the air .,4
person is riding an orange ATV in a large empty field .,4
jumping with all terrain vehicle,4
on an ATV catching air !,4
man jumps gin the air while riding an ATV,7
man on a four-wheeler jumps near a small building .,7
ATV is airborne over a field in front of a white structure .,4
person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .,0
on four wheeler in the air .,4
boy in s striped shirt is jumping in front of a water fountain .,4
boy is jumping off the side of a running stone water fountain in front of a building .,4
happy boy is jumping in front OD city fountain .,7
little boy is jumping in front of a fountain .,4
little boy is playfully jumping off the side of a fountain .,4
boy carrying a soccer ball .,4
boy walks with a ball tucked under his arm .,7
boy walks with a soccer ball near a fence .,4
boy wearing a white t-shirt walks on the grass and carries a soccer ball .,7
boy carries a soccer ball on a field .,4
child painting a picture .,4
artist paints clouds onto a canvas .,0
young girl painting a picture .,4
young girl with braids is painting with water colors on a white paper on the wall .,0
child paints on a large paper with water colors .,0
cyclist is riding a bicycle on a curved road up a hill .,4
man in aerodynamic gear riding a bicycle down a road around a sharp curve .,7
man on a mountain bike is pedaling up a hill .,4
bicycle up a road , while cows graze on a hill nearby .,0
biker is riding around a curve in the road .,4
black dog jumping to catch a rope toy,0
black dog playing fetch with a ball of rope .,0
black dog pounces to get a rope toy .,0
black dog running after his rope toy .,0
large black dog is playing in a grassy yard .,4
little girl is holding a cine camera in front of her face .,4
young girl is looking through an old fashioned video camera .,7
young girl steadies her aim with a camera,0
with rosy cheeks and lips holding black toy gun .,7
is a kid with a gun .,0
black and white Border Collie catches a Frisbee in front of an audience .,4
brown and white dog catches a Frisbee in it mouth in front of a group of people .,4
brown and white dug jumping up to catch a Frisbee while an audience watches .,0
dog jumps to catch a Frisbee , while many people watch .,4
agile dog catches a Frisbee while a crowd of onlookers watches closely .,7
baby is sitting on and playing with smooth rocks .,4
baby is stacking rocks on the beach .,4
small boy is playing with rocks,4
toddler sitting on a pile of rocks holding a rock at a beach .,0
sits on a pile of rocks .,0
kid rock climbing against the backdrop of a green valley,0
woman in a striped shirt climbs up a mountain .,4
young man climbs a rocky hill .,4
person has a striped shirt on and is holding on to a rope on a mountain .,0
person in the striped shirt is mountain climbing .,4
man climbing a rock wall,4
man climbing the side of a cliff .,4
man is rock climbing .,4
with red shoes , white shirt and grey pants climbing .,0
young man with the white t-shirt and jeans is rappeling up the rock wall .,0
climber wearing a blue helmet and headlamp is attached to a rope on the rock face .,0
man climbs a rocky wall .,4
rock climber climbs a large rock .,4
woman in purple snakeskin pants climbs a rock .,4
with blue helmet and purple pants is rock climbing .,4
child playing with a fountain at the beach .,4
child plays with a fountain .,4
girl looks at a fountain that sprays water .,0
little girl playing in water on a frog sculpture .,4
little girl is playing with a toy in a public fountain .,4
black dog is jumping over a log along a beach .,0
black dog runs along the beach and jumps over a wood barrior .,4
dog is running on the beach .,4
dog jumping over a small wall at a beach near the water .,4
animal is running on the beach .,4
black and white bird eating seeds out of someone 's hand,0
black and white bird standing on a hand .,4
small bird sits in a person 's hand and eats seeds .,0
and white bird standing on hand of someone holding sunflower seeds,0
small bird is clinging to a finger of the hand holding the seeds .,0
brown dog is running in the sand .,4
brown dog playing in the sand .,4
brown dog plays at the beach .,4
dog is standing in the sand .,4
dog running fast in the sand .,4
little boy stands in the surf .,7
small child wades through the water while being guided by another person .,4
young boy laughs while splashing in the ocean .,7
young boy wearing a colorful bathing suit splashing in the ocean,4
young child splashing in water .,4
little tan dog with large ears running through the grass .,4
playful dog is running through the grass .,4
small dogs ears stick up as it runs in the grass .,4
small dog is running across the lawn .,7
is a small beige dog running through a grassy field,4
black and white dog is running through the field .,4
black , brown and white dog running through a field .,4
brown , black and white dog is running through a large field with its mouth open .,4
dog running in a field .,4
dog with its mouth open running through a field torwards the camera .,4
girl in a pink swimsuit in a pool,4
girl swimming in a pool .,4
little girl in a pink bathing suit swimming in a pool .,4
little girl swimming in a pool .,4
little girl swimming in outdoor pool .,4
child is standing on her head .,4
little girl standing on her head .,4
small child doing a handstand on a bed .,4
young girl does a handstand on a bed with blue sheets .,0
girl is upside down on a bed,4
guy stands in the sand with a snowboard behind him .,0
man holds a surfboard on the beach .,4
man holds his snowboard in the sand .,4
man with his surfboard stands in the sand .,4
is standing on white sand and holding a snowboard .,4
on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees .,0
people are riding around on ATV 's and motorcycles .,4
people on motorbikes follow a trail through dry grass .,4
people on two dirt-bikes and one four-wheeler are riding through brown grass .,0
people ride off-road bikes through a field surrounded by trees .,7
baby in a white garment holds a flag with crescent moon and star .,0
baby is holding a small black flag with a moon and a star on it .,0
baby wearing a white gown waves a Muslim flag .,4
little toddler dressed in white is smiling while a lady helps him wave a flag .,0
in white outfit holding black and white flag .,4
half naked man is sleeping on his chair outdoors .,0
older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped .,0
shirtless man in a white cap relaxes in a deck chair , close to three parked bicycles .,0
relaxing in a folding chair on the street .,4
old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside .,0
brown and white and a black and white dog hauling in a floating toy from the ocean .,0
dogs retrieve the play toy from the water .,4
dogs in the ocean playing with a toy,4
dogs run through the water with a rope in their mouths .,0
dogs tug at a chew toy in the surf .,7
are three young people , one dark haired holding a bottled drink , one with head tilted back and finger in her mouth , and one with spiked hair .,0
young people party in the streets .,4
girls make faces as one takes a drink while they stand in a busy street .,0
women on the street drinking and posing,7
young women pose for the camera at a parade .,4
brown dog is running through neck-deep water carrying a tennis ball .,4
brown dog splashes in the water while carrying a ball in its mouth .,4
brown dog swims through water outdoors with a tennis ball in its mouth .,7
red dog , holding a ball , splashes through vegetation filled water .,0
dog with tennis ball in mouth , in water and bushes .,4
brown dogs are creating large splashes as they run in a river .,7
brown dogs in the water .,4
brown dogs running through water .,4
brown dogs runs through the water .,4
dogs splash through the water .,4
black dog runs into the ocean next to a pile of seaweed .,0
black lav runs into the water on the beach , with swimmers in the distance and sea kelp in the foreground .,0
dog at the shore of an ocean , with seaweed in foreground .,4
dog is running in the waves at the beach .,4
pile of seaweed sits on the sand , behind it a big black dog is running in the water .,0
young boy runs while wearing sandals .,0
boy in a striped shirt and brown shorts is running .,4
little boy , in a short sleeved shirt and shorts , is running outside .,7
little boy is wearing a black pinstripe shirt and walking on a deck .,0
boy running outside on the pavement .,4
brown and white dog stands outside while it snows .,4
dog is looking at something near the water .,4
furry dog attempts to dry itself by shaking the water off its coat .,0
white and brown dog shaking its self dry .,4
large brown and white dog shakes off water .,4
men are sitting on the ground and going through their backpacks .,4
men sitting in front of a railing are looking at something .,4
men with backpacks placed in front of them sitting in front of a railing .,0
men with backpacks are sitting on cardboard along a railing .,7
older men with backpacks sit at a bus station .,4
boy is jumping on a bed .,4
boy jumped up from the green bed .,4
boy jumps from one bed to another .,4
small child is jumping on a bed .,4
boy in blue shorts is bouncing on the bed .,4
child leaping from bed to bed behind the back of a man .,0
man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room .,0
man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background,4
young child jumping on the bed as a man looks the other way .,4
standing in the bedroom with little boy jumping into bed .,4
snowboarder sits on a slope with skiers and boarders nearby .,0
snowboarder takes a rest on the mountainside .,7
sitting in the snow while skiers take the hill .,4
snowboarder is sitting down .,4
skiers stand , two sit on slopes .,0
girl in green walks down a city street .,4
small child in green clothing walks past a store opening and a woman in pink pants .,0
small child walks down a sidewalk .,4
young boy is walking in front of some stores,4
child in the green one piece suit is walking past a store window .,4
boy dressed in soccer attire and holding his shoes getting out of a car .,0
boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car .,0
boy in glasses is wearing a red shirt .,4
child getting out of the car wearing soccer shoes .,0
young boy gets out of the van and prepares his shoes for wear during a soccer game .,0
bridge through high green plants , a man and a woman on it .,0
man and a woman are crossing over a rope bridge with greenery all over them .,0
man and a woman are walking across a rope bridge .,0
man and a woman crossing a suspension bridge in a tropical setting .,4
and man walking across wooden rope bridge with a caution sign beside it .,0
family gathered at a painted van,4
girl climbing down from the side of a bright blue truck while others watch .,7
man is helping a girl step down from a colorful truck whilst a woman and three children watch .,0
very colorful bus is pulled off to the side of the road as its passengers load .,0
women and four children standing next to a brightly painted truck .,0
blond woman poses with a person in a pink costume .,4
smiling woman holds a person dressed in a pig costume .,4
young woman hugs a young man who 's wearing a pink costume .,0
embracing young man in pink costume , at event,4
people are hugging and one is wearing a pink-hooded stretch top .,0
bicyclist riding on a city street .,4
woman in a blue helmet and brown shorts rides her bike on a busy street .,7
woman is riding a blue bike .,4
woman is riding her bicycle in traffic,4
woman wearing a blue helmet rides her bicycle in a parking lot .,4
bicycle rider is crossing a street .,7
bicyclist getting ready to cross a street .,4
biker in spandex riding on a busy street .,4
man in blue and white biking gear rides down a busy street .,0
man wearing a helmet riding his bicycle down the street .,4
lady wearing a helmet holding a bike .,7
woman in a blue vest and a sky blue helmet stands with her bicycle in traffic .,0
woman in a helmet rides her bike behind a car .,4
woman with a helmet and a backpack walks next to her bike .,7
with bike and helmet wait for traffic .,4
man in shorts is jogging along a street with a headset .,4
person in blue shorts and wearing a Walkman jogs .,7
woman in a white shirt and blue shorts is wearing headphones .,4
woman walks on a street wearing headphones .,4
woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .,0
are standing at an intersection .,4
waiting at an intersection .,4
on bicycles waiting at an intersection .,4
waiting at a light on bikes .,4
