4,dogs stand in a grassy field while a person kneels nearby .
8,man is standing in front of a skyscraper
8,man stands in front of a skyscraper .
8,man stands in front of a very tall building .
4,the man in a red shirt stands a large skyscraper .
9,is a skyscraper in the distance with a man walking in front of the camera .
0,boy bites hard into a treat while he sits outside .
0,child biting into a baked good .
8,small boy putting something in his mouth with both hands .
3,boy eats his food outside at the table .
0,boy is eating pizza over a tin dish .
3,sit on the mountainside and check out the view .
1,people are on a hilltop overlooking a green valley .
0,people hang out on top of a big hill .
0,people overlook a green valley .
3,people rest on a ledge above the moutains .
8,boy in a green shirt is looking down at many inflatable boats .
8,boy in a green shirt watches kayakers .
5,boy looks over a railing at the many boats and rafts below in the water .
0,young boy overlooking a crowd of inflatable boats .
4,young boy wearing a jersey looks down over a ledge at many boats in the water .
3,man and woman pose for the camera while another man looks on .
5,man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on .
0,multiracial couple posing for a picture
8,man and blond woman holding hands outdoors , man in background watches .
8,in blue shirt biting hand of girl in black striped jacket while another guy watches
0,person eats takeout while watching a small television .
5,person sits on the floor and eats in front of a television .
1,television with a picture of a girl on it .
5,young man sits on the floor by the television with a fast food meal in front of him .
5,is laying in front of the TV eating food .
3,couple of several people sitting on a ledge overlooking the beach
3,group of people sit on a wall at the beach .
1,group of teens sit on a wall by a beach .
3,of people at the beach .
1,young people sitting on a rail above a crowded beach .
1,boy takes a jump on his skateboard while another boy with a skateboard watches .
1,child is performing a skateboard trick while another child with a skateboard leans on a wall .
0,little boy skateboarder is doing a trick on his board while another young skateboarder watches .
1,young boy skateboarder jumping on a platform on a skateboard .
0,skateboarders .
7,girl paddling down a large river , as seen from behind her .
0,woman kayaking down a river .
4,woman paddles a boat down a river .
0,woman with a paddle .
1,woman with a paddle sits in a boat on the water .
5,girl in pigtails splashes in the shallow water .
5,girls plays in the surf .
5,girl with pigtails is playing in the ocean by the beach .
5,girl with pigtails plays in the water .
5,young girl in pigtails plays in the water .
0,group of four children wearing pajamas have a pillow fight .
0,group of kids have a pillow-fight .
0,group of young children playing pillow fight on a bed .
0,having a pillow fight .
0,children are having a pillow fight .
1,constructions workers sit on a beam taking a break .
3,construction workers are sitting up on the side of a building .
0,construction workers sitting on an I-beam .
1,construction workers take a seat on a steel beam .
0,men take a break from construction .
5,children are playing in the water .
6,boys , one with a yellow and orange ball , play in some water in front of a field .
8,boys play in a puddle .
1,children play with a balloon in mud on a sunny day .
8,kids are running and playing in some water .
4,blond woman in a blue shirt appears to wait for a ride .
3,blond woman is on the street hailing a taxi .
0,woman is signaling is to traffic , as seen from behind .
3,woman with blonde hair wearing a blue tube top is waving on the side of the street .
5,woman in the blue dress is holding out her arm at oncoming traffic .
7,little girl looking at a brochure on train rides
7,young blond girl with a magizine in her hands
1,young girl on a train reads a book about train rides .
1,young girl sits on a seat and looks at a train pamphlet .
0,sitting down looking at train ride brochure
2,brown dog is running after a black dog on a rocky shore .
2,brown dog is running after the black dog .
0,dogs playing on a beach .
0,dogs run across stones near a body of water .
5,dogs run towards each other on a rocky area with water in the background .
3,boy descends off the end of a high diving board .
3,child jumps off a high diving board into the pool .
3,kid jumps off the diving board and into the swimming pool below .
3,little kid is jumping off a high dive at the pool .
3,boy is jumping off a high diving board into the pool .
0,guy stands by a window taking his overshirt off .
4,man in a tank top stands next to a chrome door .
0,man puts his shirt on near an elevator .
0,man stands by an elevator with his head down .
0,man is putting on his shirt near an elevator .
3,light-colored dog runs on the beach .
2,small yellow dog runs on a beach
2,tan dog runs on a sandy beach .
2,white dog is running down a rocky beach .
2,brown dog running along the beach .
5,boy in his blue swim shorts at the beach .
3,boy smiles for the camera at a beach .
5,young boy in swimming trunks is walking with his arms outstretched on the beach .
3,playing on the beach .
3,boy is playing on the shore of an ocean .
3,hiker standing high on a bluff overlooking the mountains below .
0,person on ski 's looks from hill over snow covered landscape
0,skier is overlooking a snow-covered mountain .
3,skier is overlooking the beautiful white snow covered landscape .
0,skier pauses on a mountaintop .
9,black and white dog is attempting to catch a yellow and purple object in a low cut yard .
2,black and white dog jumps after a yellow toy .
2,black and white dog jumps to get the Frisbee .
2,black dog is jumping up to catch a purple and green toy .
2,dog jumps to catch a toy .
5,man in blue shorts is laying in the street .
8,man in blue shorts lays down outside in a parking lot .
8,man laying down in middle of street during heavy traffic .
9,man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .
5,shirtless man is laying down in the middle of a busy street .
2,white and black dog and a brown dog in sandy terrain .
1,woolly dog chases a Doberman on a beach .
3,dog is chasing another one on the beach .
0,two large dogs are running through sand .
3,large dogs chasing each other at the beach .
2,black and white dog catches a toy in midair .
2,dog and a tennis ball .
2,dog is jumping to catch a object thrown at it ,
4,dog leaps while chasing a tennis ball through a grassy field .
4,multicolor dog jumping to catch a tennis ball in a grassy field .
0,crowd watching air balloons at night .
0,group of hot air balloons lit up at night .
5,are watching hot air balloons in the park .
0,watching hot air balloons .
0,large balloons are lined up at nighttime near a crowd .
1,child with a helmet on his head rides a bike .
1,little boy rides a bike down a hill on a miniature dirt bike .
1,young boy in a helmet rides a bike on the road .
8,little boy rides his bicycle in a race .
0,young boy pedals quickly at a BMX race .
0,group of eight people are gathered around a table at night .
5,group of people gathered around in the dark .
1,group of people sit around a table outside on a porch at night .
0,group of people sit outdoors together at night .
4,group of people sitting at a table in a darkened room .
5,man in a brown shirt and dark shorts plays on the beach with his two black dogs .
5,man in shorts with two black dogs holds a ball throwing toy at the beach .
3,man playing with two black dogs on the beach
0,man with two dogs on a beach
3,at the beach with two dogs .
3,boy cleans the bubbles off his face .
8,boy covered in suds has his face wiped clean .
8,boy is covered in bubbles .
8,child covered in foam is climbing on a black inflatable ramp .
8,person covered in soapy water is getting cleaned off .
4,boy in blue shorts slides down a slide into a pool .
9,boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water .
4,boy rides down a slide into a small backyard pool .
4,boy sliding down a slide into a pool with colorful tubes .
1,child is falling off a slide onto colored balloons floating on a pool of water .
9,man in a wetsuit is throwing a baby wearing a wetsuit up into the air .
9,man in a wetsuit is throwing a toddler up in the air and is ready to catch him .
5,man in water throwing a little boy up in the air and waiting for him to come down so he can catch him .
5,man is in the pool and throwing a small boy into the air .
4,water droplets fly , a man throws a little boy up in the air .
3,little boy sticks his tongue out for the camera . Another boy looks on .
0,boys make faces .
6,young boys are looking at the camera , one smiling , the other sticking his tongue out .
3,young boys look up at the camera as one sticks out his tongue .
0,young boys making silly faces .
9,blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel .
7,girl and her horse stand by a fire .
7,girl holding a horse 's lead behind a fire .
6,man , and girl and two horses are near a contained fire .
0,people and two horses watching a fire .
6,bulldog , a sheep dog , and a boxer standing in a yard .
2,large brown dog is pushing a small Boston terrier with his face while anouther dog watches .
3,large skinny dog stands near two smaller dogs int the dirt .
5,are three dogs starring at a ball in the middle of them .
0,dogs of various sizes .
1,lady and a man with no shirt sit on a dock .
1,man and a woman are sitting on a dock together .
1,man and a woman sitting on a dock .
1,man and woman sitting on a deck next to a lake .
1,shirtless man and a woman sitting on a dock .
2,closeup of a white dog that is laying its head on its paws .
3,large white dog lying on the floor .
3,white dog has its head on the ground .
2,white dog is resting its head on a tiled floor with its eyes open .
3,white dog rests its head on the patio bricks .
9,woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness .
8,woman in blue shorts and a white shirt is indoor rock climbing .
7,girl is climbing a rock wall .
7,girl is in a harness , climbing rocks .
0,climbing an artificial rock wall .
7,boy is jumping on an inflatable ring and a girl is watching him
0,boy jumping on a water jumphouse
0,teenage boy is jumping on an inflatable slide .
7,young boy jumping and a young girl seating in an inflatable pool .
5,young kids are playing in the water on an inflated toy .
1,family playing on a tractor on a beautiful day
4,ride a tractor in a field .
0,children playing on a Polaris vehicle outdoors .
5,children played on the four wheeler in the field .
8,four kids are riding on an ATV in a field .
9,woman in a red costume to the left of a man and woman standing together .
1,woman wearing a red costume looks at two other people standing on a street .
5,young woman in a red sequined costume and feather stands on the sidewalk .
5,girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop .
9,young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .
3,walking up the hill through a forest .
5,men are skiing in the snow in a wooded area .
0,people wearing yellow jackets cross-country skiing .
0,skiers are making their way through woodland .
5,skiers are sliding down a trail in the woods .
0,lone skier is making their way up a mountain .
3,at the top of a snow covered hill .
0,hikers climbing a snowy hill .
0,people are on a snow-covered mountain .
0,people climbing up a snowy mountain .
2,brown dog running down a paved pathway
2,brown dog running next to grass .
2,dog is running down a road .
2,light brown dog runs down a path happily .
2,brown dog running
0,mother and children is fishing on a boardwalk at night .
1,woman and three children stand on a deck with a fishing pole .
3,woman stands with children on a boardwalk at night overlooking the sea .
7,people on a pier at night with one girl fishing off it .
5,with three children fishing over boardwalk in the evening .
9,woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .
4,woman in a blue jacket rides a brown pony near water .
4,woman rides a horse near a frozen lake in the wintertime .
5,young blond woman sitting atop a brown draft horse in the snowy mountains .
0,n blue jacket sits on daft horse near a frozen lake .
3,draft horses pull a cart through the snow .
4,golden brown horses pull a sleigh driven by a woman in a blue coat .
4,horses are pulling a woman in a cart .
4,horses pull a carriage driven by a woman over snow covered ground .
4,horses pulling a sled steered by a smiling blond woman .
4,person climbing down a sheer rock cliff using a rope
4,person climbs a tall , flat mountain while holding onto a safety rope .
4,person is climbing a rock while holding onto a white rope .
0,person rappels down a steep incline .
4,person wearing a red vest climbs up a steep rock .
0,stand inside a rock dome .
8,of light in a cave shows three spelunkers
5,pose inside a rock cavern while bathed in sunlight from the surface .
8,people sit in a cave .
0,rock climbers are posing on big rocks .
3,group of backpackers lay on the dry ground .
5,group of hikers are resting on the ground in front of some mountains .
5,camp with the mountains in the background .
8,hikers rest with their gear in front of a mountain .
8,group of hikers is resting in front of a mountain .
9,woman in a blue dress stands with a chalk portrait of two children playing by a stream .
8,woman standing in front of a chalk drawing
4,woman stands next to a chalk drawing in front of a barn-like structure .
0,woman stands outside near an elaborate chalk illustration .
1,woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk .
2,brown dog plays in a deep pile of snow .
5,dog looking at the camera in snow .
3,dog runs through the snow .
5,tan dog stand in the snow and looks up .
5,brown dog is out in the snow .
8,boy jumping in a fountain .
5,boy plays in the fountains .
8,child plays in a fountain .
5,little boy playing in the water .
3,young boy is jumping through water being sprayed up from the ground .
0,Corgi runs out of a tunnel .
1,dog runs out of a tunnel on a course .
0,running out of tunnel on obstacle course
2,dog is running out of the tunnel on a dog obedience course .
2,small brown and white dog is running out of a small tunnel .
2,blond dog and a black and white dog run in a dirt field .
2,dog chases another dog .
2,yellow dog and a black and white dog are running in the dirt .
8,dogs are running in a field .
0,dogs running around
9,little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach .
3,little girl with arms outstretched is posing at the beach .
7,young girl walks on a railing in front of the beach .
1,girl in blue swimsuit standing on a handrail near a beach .
5,little girl in the blue bathing suit is posing at the beach .
2,black and white dog drinking water from a water spray .
9,black and white dog is being soaked with a jet of water in a blue paddling pool .
2,dog sticking its face into the shower from a garden hose .
2,small white dog gets sprayed by water
2,white and black dog is jumping into a pool .
0,boy smiles underwater .
0,red-headed boy swimming underwater .
0,small boy swimming underwater
8,smiling boy swims underwater in a pool .
3,boys smiles underwater at the pool .
0,boy with a toy gun .
8,little boy in orange shorts playing with a toy .
9,young boy with his foot outstretched aims a toy at the camera in front of a fireplace .
0,young child plays with his new light-up toy .
3,with toy gun pointed at the camera .
8,boy in yellow shorts is standing on top of a cliff .
0,boy wearing blue and yellow walking on a cliff edge .
5,little boy standing high in the air on a rock .
0,young child is standing alone on some jagged rocks .
0,stands near edge of cliff .
8,person on a snowmobile in mid jump .
3,snowmobiler flies through the air .
5,snowmobile rider flies through the air on his or her machine in front of tall pine trees .
8,jumps snowmobile high in rural area .
5,man is up in the air .
0,are riding around on snowmobiles .
0,pose with helmets and goggles on while riding snowmobiles .
1,people are taking a break while on a snowmobiling ride .
0,people and two snowmobiles .
0,helmeted men sit on yellow snowmobiles while another man stands behind watching .
0,people drive ATVs .
5,people on ATVs in a brown field turn their heads to look at the camera .
0,people on ATV 's outside .
8,people on four wheel ATV 's in a field .
3,people ride their four wheelers through the field .
8,four wheeler jumping in an empty field .
3,man on a four wheeler is flying through the air .
8,person is riding an orange ATV in a large empty field .
0,jumping with all terrain vehicle
0,on an ATV catching air !
3,man jumps gin the air while riding an ATV
1,man on a four-wheeler jumps near a small building .
4,ATV is airborne over a field in front of a white structure .
9,person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .
5,on four wheeler in the air .
8,boy in s striped shirt is jumping in front of a water fountain .
9,boy is jumping off the side of a running stone water fountain in front of a building .
8,happy boy is jumping in front OD city fountain .
8,little boy is jumping in front of a fountain .
3,little boy is playfully jumping off the side of a fountain .
0,boy carrying a soccer ball .
0,boy walks with a ball tucked under his arm .
4,boy walks with a soccer ball near a fence .
1,boy wearing a white t-shirt walks on the grass and carries a soccer ball .
1,boy carries a soccer ball on a field .
0,child painting a picture .
0,artist paints clouds onto a canvas .
7,young girl painting a picture .
1,young girl with braids is painting with water colors on a white paper on the wall .
0,child paints on a large paper with water colors .
1,cyclist is riding a bicycle on a curved road up a hill .
4,man in aerodynamic gear riding a bicycle down a road around a sharp curve .
1,man on a mountain bike is pedaling up a hill .
1,bicycle up a road , while cows graze on a hill nearby .
5,biker is riding around a curve in the road .
2,black dog jumping to catch a rope toy
2,black dog playing fetch with a ball of rope .
2,black dog pounces to get a rope toy .
2,black dog running after his rope toy .
2,large black dog is playing in a grassy yard .
7,little girl is holding a cine camera in front of her face .
7,young girl is looking through an old fashioned video camera .
7,young girl steadies her aim with a camera
0,with rosy cheeks and lips holding black toy gun .
4,is a kid with a gun .
8,black and white Border Collie catches a Frisbee in front of an audience .
9,brown and white dog catches a Frisbee in it mouth in front of a group of people .
0,brown and white dug jumping up to catch a Frisbee while an audience watches .
2,dog jumps to catch a Frisbee , while many people watch .
4,agile dog catches a Frisbee while a crowd of onlookers watches closely .
0,baby is sitting on and playing with smooth rocks .
3,baby is stacking rocks on the beach .
0,small boy is playing with rocks
1,toddler sitting on a pile of rocks holding a rock at a beach .
0,sits on a pile of rocks .
3,kid rock climbing against the backdrop of a green valley
4,woman in a striped shirt climbs up a mountain .
0,young man climbs a rocky hill .
1,person has a striped shirt on and is holding on to a rope on a mountain .
5,person in the striped shirt is mountain climbing .
0,man climbing a rock wall
3,man climbing the side of a cliff .
0,man is rock climbing .
6,with red shoes , white shirt and grey pants climbing .
3,young man with the white t-shirt and jeans is rappeling up the rock wall .
1,climber wearing a blue helmet and headlamp is attached to a rope on the rock face .
0,man climbs a rocky wall .
0,rock climber climbs a large rock .
8,woman in purple snakeskin pants climbs a rock .
0,with blue helmet and purple pants is rock climbing .
3,child playing with a fountain at the beach .
0,child plays with a fountain .
7,girl looks at a fountain that sprays water .
7,little girl playing in water on a frog sculpture .
7,little girl is playing with a toy in a public fountain .
4,black dog is jumping over a log along a beach .
2,black dog runs along the beach and jumps over a wood barrior .
3,dog is running on the beach .
4,dog jumping over a small wall at a beach near the water .
3,animal is running on the beach .
0,black and white bird eating seeds out of someone 's hand
0,black and white bird standing on a hand .
8,small bird sits in a person 's hand and eats seeds .
0,and white bird standing on hand of someone holding sunflower seeds
3,small bird is clinging to a finger of the hand holding the seeds .
5,brown dog is running in the sand .
5,brown dog playing in the sand .
3,brown dog plays at the beach .
5,dog is standing in the sand .
5,dog running fast in the sand .
5,little boy stands in the surf .
3,small child wades through the water while being guided by another person .
5,young boy laughs while splashing in the ocean .
5,young boy wearing a colorful bathing suit splashing in the ocean
8,young child splashing in water .
2,little tan dog with large ears running through the grass .
3,playful dog is running through the grass .
5,small dogs ears stick up as it runs in the grass .
3,small dog is running across the lawn .
4,is a small beige dog running through a grassy field
2,black and white dog is running through the field .
2,black , brown and white dog running through a field .
2,brown , black and white dog is running through a large field with its mouth open .
2,dog running in a field .
2,dog with its mouth open running through a field torwards the camera .
9,girl in a pink swimsuit in a pool
7,girl swimming in a pool .
9,little girl in a pink bathing suit swimming in a pool .
7,little girl swimming in a pool .
8,little girl swimming in outdoor pool .
0,child is standing on her head .
7,little girl standing on her head .
1,small child doing a handstand on a bed .
1,young girl does a handstand on a bed with blue sheets .
7,girl is upside down on a bed
5,guy stands in the sand with a snowboard behind him .
3,man holds a surfboard on the beach .
5,man holds his snowboard in the sand .
5,man with his surfboard stands in the sand .
0,is standing on white sand and holding a snowboard .
1,on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees .
0,people are riding around on ATV 's and motorcycles .
0,people on motorbikes follow a trail through dry grass .
0,people on two dirt-bikes and one four-wheeler are riding through brown grass .
0,people ride off-road bikes through a field surrounded by trees .
4,baby in a white garment holds a flag with crescent moon and star .
1,baby is holding a small black flag with a moon and a star on it .
4,baby wearing a white gown waves a Muslim flag .
4,little toddler dressed in white is smiling while a lady helps him wave a flag .
8,in white outfit holding black and white flag .
0,half naked man is sleeping on his chair outdoors .
0,older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped .
9,shirtless man in a white cap relaxes in a deck chair , close to three parked bicycles .
5,relaxing in a folding chair on the street .
9,old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside .
9,brown and white and a black and white dog hauling in a floating toy from the ocean .
3,dogs retrieve the play toy from the water .
5,dogs in the ocean playing with a toy
5,dogs run through the water with a rope in their mouths .
5,dogs tug at a chew toy in the surf .
6,are three young people , one dark haired holding a bottled drink , one with head tilted back and finger in her mouth , and one with spiked hair .
5,young people party in the streets .
4,girls make faces as one takes a drink while they stand in a busy street .
3,women on the street drinking and posing
3,young women pose for the camera at a parade .
2,brown dog is running through neck-deep water carrying a tennis ball .
5,brown dog splashes in the water while carrying a ball in its mouth .
2,brown dog swims through water outdoors with a tennis ball in its mouth .
6,red dog , holding a ball , splashes through vegetation filled water .
8,dog with tennis ball in mouth , in water and bushes .
8,brown dogs are creating large splashes as they run in a river .
5,brown dogs in the water .
0,brown dogs running through water .
3,brown dogs runs through the water .
3,dogs splash through the water .
2,black dog runs into the ocean next to a pile of seaweed .
5,black lav runs into the water on the beach , with swimmers in the distance and sea kelp in the foreground .
5,dog at the shore of an ocean , with seaweed in foreground .
5,dog is running in the waves at the beach .
5,pile of seaweed sits on the sand , behind it a big black dog is running in the water .
0,young boy runs while wearing sandals .
8,boy in a striped shirt and brown shorts is running .
6,little boy , in a short sleeved shirt and shorts , is running outside .
1,little boy is wearing a black pinstripe shirt and walking on a deck .
3,boy running outside on the pavement .
2,brown and white dog stands outside while it snows .
3,dog is looking at something near the water .
3,furry dog attempts to dry itself by shaking the water off its coat .
2,white and brown dog shaking its self dry .
2,large brown and white dog shakes off water .
3,men are sitting on the ground and going through their backpacks .
8,men sitting in front of a railing are looking at something .
8,men with backpacks placed in front of them sitting in front of a railing .
0,men with backpacks are sitting on cardboard along a railing .
0,older men with backpacks sit at a bus station .
0,boy is jumping on a bed .
3,boy jumped up from the green bed .
0,boy jumps from one bed to another .
0,small child is jumping on a bed .
5,boy in blue shorts is bouncing on the bed .
3,child leaping from bed to bed behind the back of a man .
5,man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room .
9,man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background
3,young child jumping on the bed as a man looks the other way .
5,standing in the bedroom with little boy jumping into bed .
0,snowboarder sits on a slope with skiers and boarders nearby .
3,snowboarder takes a rest on the mountainside .
5,sitting in the snow while skiers take the hill .
0,snowboarder is sitting down .
0,skiers stand , two sit on slopes .
7,girl in green walks down a city street .
9,small child in green clothing walks past a store opening and a woman in pink pants .
0,small child walks down a sidewalk .
8,young boy is walking in front of some stores
5,child in the green one piece suit is walking past a store window .
8,boy dressed in soccer attire and holding his shoes getting out of a car .
9,boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car .
8,boy in glasses is wearing a red shirt .
3,child getting out of the car wearing soccer shoes .
3,young boy gets out of the van and prepares his shoes for wear during a soccer game .
1,bridge through high green plants , a man and a woman on it .
4,man and a woman are crossing over a rope bridge with greenery all over them .
4,man and a woman are walking across a rope bridge .
9,man and a woman crossing a suspension bridge in a tropical setting .
0,and man walking across wooden rope bridge with a caution sign beside it .
0,family gathered at a painted van
7,girl climbing down from the side of a bright blue truck while others watch .
4,man is helping a girl step down from a colorful truck whilst a woman and three children watch .
3,very colorful bus is pulled off to the side of the road as its passengers load .
0,women and four children standing next to a brightly painted truck .
4,blond woman poses with a person in a pink costume .
4,smiling woman holds a person dressed in a pig costume .
4,young woman hugs a young man who 's wearing a pink costume .
8,embracing young man in pink costume , at event
0,people are hugging and one is wearing a pink-hooded stretch top .
0,bicyclist riding on a city street .
1,woman in a blue helmet and brown shorts rides her bike on a busy street .
0,woman is riding a blue bike .
8,woman is riding her bicycle in traffic
4,woman wearing a blue helmet rides her bicycle in a parking lot .
0,bicycle rider is crossing a street .
0,bicyclist getting ready to cross a street .
8,biker in spandex riding on a busy street .
8,man in blue and white biking gear rides down a busy street .
3,man wearing a helmet riding his bicycle down the street .
4,lady wearing a helmet holding a bike .
9,woman in a blue vest and a sky blue helmet stands with her bicycle in traffic .
4,woman in a helmet rides her bike behind a car .
4,woman with a helmet and a backpack walks next to her bike .
0,with bike and helmet wait for traffic .
4,man in shorts is jogging along a street with a headset .
8,person in blue shorts and wearing a Walkman jogs .
8,woman in a white shirt and blue shorts is wearing headphones .
0,woman walks on a street wearing headphones .
1,woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .
0,are standing at an intersection .
0,waiting at an intersection .
0,on bicycles waiting at an intersection .
0,waiting at a light on bikes .
